	, www Profile.xml
Case.Installation__c,readable=false/editable=false
Case.Installed_Product_Status__c,readable=false/editable=false
Case.Internal_Priority__c,readable=false/editable=false
Case.IsClosedOnCreate,readable=false/editable=false
Case.IsEscalated,readable=false/editable=false
Case.IsSelfClosed,readable=false/editable=false
Case.IsSelfServiceClosed,readable=false/editable=false
Case.IsStopped,readable=false/editable=false
Case.IsVisibleInCss,readable=false/editable=false
Case.IsVisibleInSelfService,readable=false/editable=false
Case.Issue_Occurrence_Date__c,readable=false/editable=false
Case.JIRA_Comment__c,readable=false/editable=false
Case.JIRA_Issue_Key__c,readable=false/editable=false
Case.JIRA_Planned_Release_Date__c,readable=false/editable=false
Case.JIRA_Status__c,readable=false/editable=false
Case.Junk_Email__c,readable=false/editable=false
Case.Kanji_Account__c,readable=false/editable=false
Case.Kanji_Name__c,readable=false/editable=false
Case.Keywords__c,readable=false/editable=false
Case.Knowledge_Close_Class__c,readable=false/editable=false
Case.LastOwnerAssignementDate__c,readable=false/editable=false
Case.Last_Contacted__c,readable=false/editable=false
Case.Last_Modified_Date_DO_NOT_USE__c,readable=false/editable=false
Case.Last_Notification_Date__c,readable=false/editable=false
Case.Legacy_Issue_ID__c,readable=false/editable=false
Case.Location_City__c,readable=false/editable=false
Case.Location_Country_Picklist__c,readable=false/editable=false
Case.Location_Country__c,readable=false/editable=false
Case.Location_State__c,readable=false/editable=false
Case.Location_Street__c,readable=false/editable=false
Case.Location_Zip__c,readable=false/editable=false
Case.MMAV_Version__c,readable=false/editable=false
Case.Machine_Downtime__c,readable=false/editable=false
Case.Manager__c,readable=false/editable=false
Case.Mass_Case_Creation__c,readable=false/editable=false
Case.MilestoneStatus,readable=false/editable=false
Case.MilestoneStatusIcon,readable=false/editable=false
Case.No_Entitlement__c,readable=false/editable=false
Case.Notes__c,readable=false/editable=false
Case.Notify_Thread_Id_del__c,readable=false/editable=false
Case.Number_of_Articles__c,readable=false/editable=false
Case.OS__c,readable=false/editable=false
Case.Open_CCMS__c,readable=false/editable=false
Case.Open_Date_MVF__c,readable=false/editable=false
Case.Open_Item_Priority__c,readable=false/editable=false
Case.Open_Items_Description__c,readable=false/editable=false
Case.Open_Items__c,readable=false/editable=false
Case.Origin,readable=true/editable=true
Case.Original_Submit_Date__c,readable=false/editable=false
Case.Other_Knowledge__c,readable=false/editable=false
Case.Other__c,readable=false/editable=false
Case.Out_Of_Office__c,readable=false/editable=false
Case.Out_of_Criteria_DIP__c,readable=false/editable=false
Case.Out_of_Criteria_Default__c,readable=false/editable=false
Case.Out_of_Criteria_VIP__c,readable=false/editable=false
Case.Outstanding_Notes__c,readable=false/editable=false
Case.Override_Reason__c,readable=false/editable=false
Case.Overwrite_Existing_Keywords__c,readable=false/editable=false
Case.PHY_Architecture__c,readable=false/editable=false
Case.PHY_Structure__c,readable=false/editable=false
Case.ParentId,readable=false/editable=false
Case.Parent_Account__c,readable=true/editable=false
Case.Parent_Case_Number__c,readable=false/editable=false
Case.Parent_Case_Owner__c,readable=false/editable=false
Case.Patch_Level_del__c,readable=false/editable=false
Case.Percentage_Of_Machine_Down__c,readable=false/editable=false
Case.Phone_Extension__c,readable=false/editable=false
Case.Platform__c,readable=false/editable=false
Case.PotentialLiability__c,readable=false/editable=false
Case.Power_Distribution_Unit__c,readable=false/editable=false
Case.Pre_Sales_Category__c,readable=false/editable=false
Case.Pre_Sales__c,readable=false/editable=false
Case.Preview__c,readable=false/editable=false
Case.Previous_Owner__c,readable=false/editable=false
Case.Priority,readable=true/editable=true
Case.Private_Attachments_ID__c,readable=false/editable=false
Case.ProductId,readable=false/editable=false
Case.Product_Class_Name__c,readable=false/editable=false
Case.Product_Feature2__c,readable=true/editable=false
Case.Product_Feature_Level_1_name__c,readable=false/editable=false
Case.Product_Feature_Level_2_name__c,readable=false/editable=false
Case.Product_Feature_Lvl_1__c,readable=false/editable=false
Case.Product_Feature_Lvl_2__c,readable=false/editable=false
Case.Product_Feature_Name__c,readable=true/editable=false
Case.Product_Feature_Queue__c,readable=false/editable=false
Case.Product_Feature_Version__c,readable=false/editable=false
Case.Product_Feature__c,readable=true/editable=false
Case.Product_Manual__c,readable=false/editable=false
Case.Product_Type__c,readable=false/editable=false
Case.Product__c,readable=false/editable=false
Case.Project__c,readable=false/editable=false
Case.RAK_Training__c,readable=false/editable=false
Case.Reason,readable=true/editable=true
Case.Reassign_Click_count__c,readable=false/editable=false
Case.Reassigned_Clicked_by__c,readable=false/editable=false
Case.Region_While_Active__c,readable=false/editable=false
Case.Region__c,readable=false/editable=false
Case.Related_Account__c,readable=false/editable=false
Case.Release_Date__c,readable=false/editable=false
Case.Reopen_Counter__c,readable=false/editable=false
Case.Rep_Request_Type__c,readable=false/editable=false
Case.Requestor_Urgency__c,readable=false/editable=false
Case.Resolution_Code__c,readable=false/editable=false
Case.Resolution_Summary__c,readable=false/editable=false
Case.Resoultion_Code__c,readable=false/editable=false
Case.Row_Id_Transition__c,readable=false/editable=false
Case.Row_Id__c,readable=false/editable=false
Case.SR_Number_Transition__c,readable=false/editable=false
Case.SR_Number__c,readable=false/editable=false
Case.SR_Type__c,readable=false/editable=false
Case.SSG_Closed_DateTime__c,readable=false/editable=false
Case.SSG_Closed__c,readable=false/editable=false
Case.SVMXC__Actual_Initial_Response__c,readable=false/editable=false
Case.SVMXC__Actual_Onsite_Response__c,readable=false/editable=false
Case.SVMXC__Actual_Resolution__c,readable=false/editable=false
Case.SVMXC__Actual_Restoration__c,readable=false/editable=false
Case.SVMXC__Auto_Entitlement_Status__c,readable=false/editable=false
Case.SVMXC__BW_Date__c,readable=false/editable=false
Case.SVMXC__BW_Selected_By__c,readable=false/editable=false
Case.SVMXC__BW_Selected_On__c,readable=false/editable=false
Case.SVMXC__BW_Slots_Before__c,readable=false/editable=false
Case.SVMXC__BW_Territory__c,readable=false/editable=false
Case.SVMXC__BW_Time_Zone__c,readable=false/editable=false
Case.SVMXC__Billing_Type__c,readable=false/editable=false
Case.SVMXC__Booking_Window__c,readable=false/editable=false
Case.SVMXC__Clock_Paused_Forever__c,readable=false/editable=false
Case.SVMXC__Component_City__c,readable=false/editable=false
Case.SVMXC__Component_Country__c,readable=false/editable=false
Case.SVMXC__Component_State__c,readable=false/editable=false
Case.SVMXC__Component_Street__c,readable=false/editable=false
Case.SVMXC__Component_Zip__c,readable=false/editable=false
Case.SVMXC__Component__c,readable=false/editable=false
Case.SVMXC__Entitlement_Notes__c,readable=false/editable=false
Case.SVMXC__Entitlement_Type__c,readable=false/editable=false
Case.SVMXC__Initial_Response_Customer_By__c,readable=false/editable=false
Case.SVMXC__Initial_Response_Internal_By__c,readable=false/editable=false
Case.SVMXC__Is_Entitlement_Performed__c,readable=false/editable=false
Case.SVMXC__Is_Invoice_Created__c,readable=false/editable=false
Case.SVMXC__Is_PM_Case__c,readable=false/editable=false
Case.SVMXC__Is_SLA_Calculated__c,readable=false/editable=false
Case.SVMXC__Is_Service_Covered__c,readable=false/editable=false
Case.SVMXC__Onsite_Response_Customer_By__c,readable=false/editable=false
Case.SVMXC__Onsite_Response_Internal_By__c,readable=false/editable=false
Case.SVMXC__PM_Plan__c,readable=false/editable=false
Case.SVMXC__Perform_Auto_Entitlement__c,readable=false/editable=false
Case.SVMXC__Preferred_End_Time__c,readable=false/editable=false
Case.SVMXC__Preferred_Start_Time__c,readable=false/editable=false
Case.SVMXC__Product__c,readable=false/editable=false
Case.SVMXC__Proforma_Invoice_Amount__c,readable=false/editable=false
Case.SVMXC__Proforma_Invoice__c,readable=false/editable=false
Case.SVMXC__Resolution_Customer_By__c,readable=false/editable=false
Case.SVMXC__Resolution_Internal_By__c,readable=false/editable=false
Case.SVMXC__Restoration_Customer_By__c,readable=false/editable=false
Case.SVMXC__Restoration_Internal_By__c,readable=false/editable=false
Case.SVMXC__SContract_Business_Hour__c,readable=false/editable=false
Case.SVMXC__SLA_Clock_Extension_Minutes__c,readable=false/editable=false
Case.SVMXC__SLA_Clock_Pause_Days__c,readable=false/editable=false
Case.SVMXC__SLA_Clock_Pause_Hours__c,readable=false/editable=false
Case.SVMXC__SLA_Clock_Pause_Minutes__c,readable=false/editable=false
Case.SVMXC__SLA_Clock_Pause_Reason__c,readable=false/editable=false
Case.SVMXC__SLA_Clock_Pause_Restart_Time__c,readable=false/editable=false
Case.SVMXC__SLA_Clock_Pause_Time__c,readable=false/editable=false
Case.SVMXC__SLA_Clock_Paused__c,readable=false/editable=false
Case.SVMXC__SLA_Terms__c,readable=false/editable=false
Case.SVMXC__Scheduled_Date__c,readable=false/editable=false
Case.SVMXC__Service_Contract__c,readable=false/editable=false
Case.SVMXC__Site__c,readable=false/editable=false
Case.SVMXC__Time_to_Initial_Response__c,readable=false/editable=false
Case.SVMXC__Time_to_Onsite_Response__c,readable=false/editable=false
Case.SVMXC__Time_to_Resolve__c,readable=false/editable=false
Case.SVMXC__Time_to_Restore__c,readable=false/editable=false
Case.SVMXC__Top_Level__c,readable=false/editable=false
Case.SVMXC__Warranty__c,readable=false/editable=false
Case.Send_FSR_Email__c,readable=false/editable=false
Case.Send_Survey_To_All_Contacts__c,readable=false/editable=false
Case.Send_Surveys__c,readable=false/editable=false
Case.Session_Id__c,readable=false/editable=false
Case.Shipment_Date__c,readable=false/editable=false
Case.Shipment_Status__c,readable=false/editable=false
Case.SlaExitDate,readable=false/editable=false
Case.SlaStartDate,readable=false/editable=false
Case.SourceId,readable=false/editable=false
Case.Special_Instructions__c,readable=false/editable=false
Case.State__c,readable=false/editable=false
Case.StopStartDate,readable=false/editable=false
Case.Sub_Class__c,readable=false/editable=false
Case.Subject,readable=true/editable=true
Case.SuppliedCompany,readable=true/editable=false
Case.SuppliedEmail,readable=true/editable=false
Case.SuppliedName,readable=true/editable=false
Case.SuppliedPhone,readable=true/editable=false
Case.Support_Center__c,readable=false/editable=false
Case.Support_Level__c,readable=false/editable=false
Case.Survey_Latest_Response_Date__c,readable=false/editable=false
Case.Survey_RNG__c,readable=false/editable=false
Case.System_Level_del__c,readable=false/editable=false
Case.System_Restored_Date_Time__c,readable=false/editable=false
Case.TIP_Hardware_Version__c,readable=false/editable=false
Case.TIP_Project__c,readable=false/editable=false
Case.TIP_Software_Version__c,readable=false/editable=false
Case.TIP_Xplorer_Version__c,readable=false/editable=false
Case.TarBalls__c,readable=false/editable=false
Case.Technology_Geometry__c,readable=false/editable=false
Case.Technology_Process__c,readable=false/editable=false
Case.Tentative_Ship_Date__c,readable=false/editable=false
Case.Test_Delete_Verfied__c,readable=false/editable=false
Case.Thread_External_Id__c,readable=false/editable=false
Case.Thread_Id__c,readable=false/editable=false
Case.Time_in_Status__c,readable=false/editable=false
Case.Title__c,readable=false/editable=false
Case.To_Email_Address__c,readable=false/editable=false
Case.Track_Solutions__c,readable=false/editable=false
Case.Trigger_Bypass__c,readable=false/editable=false
Case.Type,readable=true/editable=true
Case.User_1__c,readable=false/editable=false
Case.User_2__c,readable=false/editable=false
Case.User_3__c,readable=false/editable=false
Case.Video__c,readable=false/editable=false
Case.Wait_Cust_Date__c,readable=false/editable=false
Case.extCustomer_Classification__c,readable=false/editable=false
Case.extCustomer_Component__c,readable=false/editable=false
Case.extCustomer_FixOrder__c,readable=false/editable=false
Case.extCustomer_Milestone__c,readable=false/editable=false
Case.extCustomer_Originated__c,readable=false/editable=false
Case.extCustomer_Project_Name__c,readable=false/editable=false
Case.extCustomer_ReasonForClone__c,readable=false/editable=false
Case.extCustomer_Reproducible__c,readable=false/editable=false
Case.extCustomer_SubState__c,readable=false/editable=false
Case.extCustomer_Version__c,readable=false/editable=false
Case.isAutoCompleted__c,readable=false/editable=false
Case.isCommunityUser__c,readable=false/editable=false
Case.isEmailToCase__c,readable=false/editable=false
Case.isEscalate__c,readable=false/editable=false
Case.isFollowCase__c,readable=false/editable=false
Case.isLicenseDelayAvoid__c,readable=false/editable=false
Case.isMigrated_Record__c,readable=false/editable=false
Case.isNotificationEmailSent__c,readable=false/editable=false
Case.isTest__c,readable=false/editable=false
Case.list_of_possible_solution__c,readable=false/editable=false
Case.pkbgeolocalization__c,readable=false/editable=false
Case_Subscription__c.Account__c,readable=false/editable=false
Case_Subscription__c.All_Customer_Communication__c,readable=false/editable=false
Case_Subscription__c.Case_CC_Emails__c,readable=false/editable=false
Case_Subscription__c.Case_Sub_CC_Emails__c,readable=false/editable=false
Case_Subscription__c.Case__c,readable=false/editable=false
Case_Subscription__c.Contact__c,readable=false/editable=false
Case_Subscription__c.Follow_on_Chatter__c,readable=false/editable=false
Case_Subscription__c.Notify_on_First_Email_Only__c,readable=false/editable=false
Case_Subscription__c.Notify_on_New_Case_Creation__c,readable=false/editable=false
